Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,League,Season,Result,home_xg,away_xg,elo_home_before,elo_away_before,elo_home_rating,elo_away_rating,elo_diff,home_avg_GF,away_avg_GF,diff_avg_GF,home_avg_GA,away_avg_GA,diff_avg_GA,home_avg_Shots,away_avg_Shots,diff_avg_Shots,home_avg_ShotsAgainst,away_avg_ShotsAgainst,diff_avg_ShotsAgainst,home_avg_SoT,away_avg_SoT,diff_avg_SoT,home_avg_SoTAgainst,away_avg_SoTAgainst,diff_avg_SoTAgainst,home_avg_Corners,away_avg_Corners,diff_avg_Corners,home_avg_CornersAgainst,away_avg_CornersAgainst,diff_avg_CornersAgainst,home_avg_Fouls,away_avg_Fouls,diff_avg_Fouls,home_avg_FoulsAgainst,away_avg_FoulsAgainst,diff_avg_FoulsAgainst,home_avg_xG,away_avg_xG,diff_avg_xG,home_avg_xGA,away_avg_xGA,diff_avg_xGA,home_avg_xG_overperf,away_avg_xG_overperf,diff_avg_xG_overperf,home_Form,away_Form,diff_Form,odds_prob_H,odds_prob_D,odds_prob_A,norm_prob_H,norm_prob_D,norm_prob_A,odds_spread,h2h_home_wins,h2h_draws,h2h_total_goals_avg
2016-01-23,Watford,Newcastle,2.0,1.0,H,0.0,0.0,D,13.0,11.0,5.0,2.0,10.0,12.0,2.0,7.0,2.0,1.0,0.0,0.0,2.05,3.5,4.0,Premier League,1516,2,2.58707,1.29267,1558.1655027588242,1440.5352884512772,1493.1655027588242,1440.5352884512772,117.63021430754702,1.6194667936953926,0.8134965267306054,0.8059702669647872,1.143595265321784,1.5838599514614955,-0.4402646861397115,10.192385178169369,8.01283094811416,2.1795542300552064,11.074511916499477,19.34106617150669,-8.266554255007215,4.235648806861503,3.097481652460293,1.1381671544012095,3.675296721195486,5.760879114691052,-2.0855823934955664,4.912953266644118,3.43384929172682,1.4791039749172985,5.431307749630616,10.931547604220428,-5.500239854589813,8.166749600067615,12.084352574201285,-3.91760297413367,10.529764477199995,9.078546019523168,1.451218457676827,1.5532055013630548,0.9158774694540492,0.6373280319090056,0.6207653848166321,1.5402363914649846,-0.9194710066483524,0.066261292332338,-0.1023809427234437,0.1686422350557818,1.1819376960993968,1.205990612313753,-0.0240529162143561,0.4878048780487805,0.2857142857142857,0.25,0.4765957446808511,0.2791489361702127,0.2442553191489361,0.2323404255319149,,,
2016-01-23,Sunderland,Bournemouth,1.0,1.0,D,1.0,1.0,D,10.0,15.0,5.0,5.0,5.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,3.0,3.4,2.5,Premier League,1516,1,0.612134,1.26851,1484.1717933466218,1453.2365818848684,1419.1717933466218,1453.2365818848684,30.9352114617534,0.946553070819482,0.9779942674835848,-0.0314411966641028,0.8122320618539932,0.9918648946678792,-0.1796328328138861,12.240539928425603,13.203283874292024,-0.9627439458664178,11.26690577748129,12.869823087246823,-1.6029173097655356,3.7122254013190057,3.7615441577715503,-0.0493187564525445,4.423638850921295,3.977004225575025,0.4466346253462698,7.207399414309354,4.171873871061738,3.0355255432476165,5.207205729947432,6.925440659529966,-1.7182349295825334,5.692147289634275,8.799929233105388,-3.107781943471113,11.18923046728816,8.958142289011345,2.231088178276813,0.6469662922400652,1.2657989182109748,-0.6188326259709096,1.3390066758268309,1.8959775499012868,-0.5569708740744559,0.2995867785794169,-0.28780465072739,0.587391429306807,1.146275877599754,1.57961667544886,-0.4333407978491057,0.3333333333333333,0.2941176470588235,0.4,0.3244274809160305,0.2862595419847328,0.3893129770992367,-0.0648854961832061,,,
2016-01-23,West Brom,Aston Villa,0.0,0.0,D,0.0,0.0,D,4.0,15.0,0.0,4.0,7.0,13.0,2.0,6.0,0.0,1.0,0.0,0.0,2.1,3.3,4.0,Premier League,1516,1,0.23184,0.562461,1520.5029746348948,1368.4674973903398,1455.5029746348948,1368.4674973903398,152.03547724455507,1.427750223917702,0.5806560223125563,0.8470942016051457,0.9896146849978316,2.261099962747857,-1.2714852777500254,11.797957446085258,8.402879382576973,3.3950780635082847,10.52161399241706,14.069017734020443,-3.547403741603386,3.416428086423672,3.4951205565060235,-0.0786924700823519,3.593132806770273,5.729431623819749,-2.136298817049475,6.311185074202909,4.663840952203911,1.647344121998998,6.169291653699555,4.274912675439948,1.8943789782596072,10.809034855243947,12.7757758000297,-1.9667409447857531,11.307539435654569,7.654535249684197,3.653004185970372,1.2726771861278765,0.4534930411624379,0.8191841449654383,1.2743813030227984,1.7879166272288054,-0.513535324206007,0.1550730377898255,0.1271629811501183,0.0279100566397071,2.0350843324242383,0.3949078083750971,1.640176524049141,0.4761904761904761,0.303030303030303,0.25,0.4626708727655099,0.2944269190325972,0.2429022082018927,0.2197686645636172,,,
2016-01-23,West Ham,Man City,2.0,2.0,D,1.0,1.0,D,10.0,16.0,3.0,3.0,11.0,15.0,5.0,2.0,2.0,3.0,0.0,0.0,5.0,4.0,1.73,Premier League,1516,1,1.01267,1.73182,1626.9280963399783,1585.9014247734722,1561.9280963399783,1585.9014247734722,41.02667156650614,1.2077349597202276,0.6230332404286326,0.584701719291595,0.5993398280714742,0.9745055533238098,-0.3751657252523356,17.24468361499987,16.635161628888746,0.6095219861111261,13.912606949171968,7.774378372879154,6.138228576292814,7.024225238602168,4.723885859444083,2.3003393791580846,3.189573903712648,3.085263080097622,0.1043108236150258,5.203548188608641,8.188159983508475,-2.984611794899834,5.961708571369164,2.556953398518111,3.404755172851053,10.012041361953408,10.46349404470449,-0.4514526827510821,11.386829649759786,7.489348770601694,3.897480879158092,1.40483043357231,1.3556140703062944,0.0492163632660156,1.4063967632866574,1.089470746366814,0.3169260169198433,-0.1970954738520827,-0.7325808298776619,0.5354853560255792,1.8120495552184843,1.0140970957980036,0.797952459420481,0.2,0.25,0.5780346820809249,0.1945459657014338,0.2431824571267922,0.5622715771717739,-0.3677256114703401,,,
2016-01-23,Leicester,Stoke,3.0,0.0,H,1.0,0.0,H,15.0,3.0,5.0,2.0,10.0,13.0,8.0,4.0,0.0,1.0,0.0,0.0,2.1,3.5,3.8,Premier League,1516,2,2.25906,0.340483,1670.4811668115888,1519.0657491197724,1605.4811668115888,1519.0657491197724,151.4154176918164,0.9985684889498808,1.2155188027387749,-0.2169503137888937,0.5962995026667945,1.4192714906009125,-0.822971987934118,11.003298345232626,10.655919053134172,0.3473792920984522,11.68183153441439,17.417682781956437,-5.735851247542046,4.0210679507966685,3.611239350113584,0.4098286006830842,3.1765241296391906,4.614826397123817,-1.4383022674846266,2.77116794211329,4.5803325646090745,-1.809164622495784,6.292471704722127,7.397850931946169,-1.1053792272240424,10.169434048178342,10.76033928271911,-0.5909052345407684,7.551960642314159,7.164173909269826,0.3877867330443338,1.421462474254646,1.2818662041103703,0.1395962701442756,1.3314348441826669,1.3350786556428962,-0.0036438114602295,-0.4228939853047652,-0.0663474013715957,-0.3565465839331694,1.7935496562129447,1.4322623032689443,0.3612873529440004,0.4761904761904761,0.2857142857142857,0.2631578947368421,0.4645476772616137,0.2787286063569682,0.2567237163814181,0.2078239608801956,,,
2016-01-23,Crystal Palace,Tottenham,1.0,3.0,A,1.0,0.0,H,11.0,24.0,3.0,11.0,11.0,12.0,3.0,10.0,2.0,2.0,0.0,0.0,3.6,3.5,2.15,Premier League,1516,0,0.930792,1.74368,1541.9549141714213,1603.5497647670709,1476.9549141714213,1603.5497647670709,-61.594850595649405,1.154645008446525,1.4246316658346665,-0.2699866573881413,1.043221574202693,0.7828531118463934,0.2603684623562995,13.08633035700868,13.261132130331768,-0.1748017733230877,10.10654351486761,10.431027507994353,-0.3244839931267425,5.008079812906702,4.071615662023277,0.9364641508834256,3.3170737493166422,3.1498805232678144,0.1671932260488278,7.329660784125029,5.289050603560133,2.0406101805648964,4.748018887094444,4.483596792005772,0.2644220950886717,11.373994529328062,12.29862030827658,-0.924625778948517,14.07915332348585,12.207491759768413,1.8716615637174367,1.2944579670020773,0.9726704745100592,0.3217874924920182,1.175522334006574,1.2092873850711956,-0.0337650510646216,-0.1398129585555521,0.4519611913246072,-0.5917741498801594,1.3684397447308203,1.830796619138922,-0.4623568744081014,0.2777777777777778,0.2857142857142857,0.4651162790697674,0.2700520366050601,0.2777678090794904,0.4521801543154495,-0.1821281177103893,,,
2016-01-23,Man United,Southampton,0.0,1.0,A,0.0,0.0,D,8.0,7.0,1.0,2.0,11.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,1.91,3.5,4.75,Premier League,1516,0,0.187217,0.83591,1615.0452363451836,1526.7660206106607,1550.0452363451836,1526.7660206106607,88.27921573452295,0.967908818164625,0.6021275059747448,0.3657813121898802,0.6277046053059498,1.373814419851841,-0.7461098145458911,14.931139403848084,12.61536845947977,2.315770944368314,7.3564464145755935,11.965693617922994,-4.609247203347401,2.7156937964368835,4.616403250365276,-1.9007094539283929,2.68232875801719,4.540421559937377,-1.8580928019201868,6.045196386903389,7.100160519753095,-1.0549641328497057,1.630627495207039,6.4579789949637645,-4.827351499756725,10.552975463220395,10.05029923617466,0.5026762270457361,9.991726523715712,8.544779137784257,1.4469473859314554,1.40186321544973,1.2399291781730069,0.1619340372767232,0.7519332122023552,1.3941998291386404,-0.6422666169362852,-0.4339543972851049,-0.6378016721982619,0.2038472749131569,1.5643716875532492,0.5689443249479528,0.9954273626052964,0.5235602094240838,0.2857142857142857,0.2105263157894736,0.5133945804060835,0.2801667567358913,0.2064386628580251,0.3069559175480584,,,
2016-01-23,Norwich,Liverpool,4.0,5.0,A,2.0,1.0,H,6.0,13.0,5.0,7.0,10.0,14.0,3.0,3.0,0.0,1.0,0.0,0.0,4.33,3.5,1.95,Premier League,1516,0,1.03432,1.44943,1492.7654367789492,1493.7373093607205,1427.7654367789492,1493.7373093607205,-0.971872581771322,1.180945972916137,1.032906036469361,0.1480399364467759,0.3850942501239505,1.5905995353769704,-1.20550528525302,8.750688919316252,15.214367646981517,-6.463678727665263,10.133433699939385,9.733007029286258,0.4004266706531272,2.750890080800378,4.4411805828148285,-1.6902905020144503,2.604325202615317,4.342065165478225,-1.7377399628629076,3.993045957576752,6.814621449774469,-2.8215754921977174,5.639902666052104,5.744813859183198,-0.1049111931310937,9.535291714542378,11.110113326447289,-1.5748216119049108,9.695800796892408,7.240951314281038,2.45484948261137,1.258504432524512,1.5413982731782898,-0.2828938406537777,1.1096077361134502,1.2379383040968552,-0.128330567983405,-0.0775584596083749,-0.508492236708929,0.4309337771005539,2.1598121322145074,1.195547845075598,0.9642642871389095,0.23094688221709,0.2857142857142857,0.5128205128205129,0.224333163508472,0.2775321708547668,0.498134665636761,-0.273801502128289,,,
2016-01-24,Arsenal,Chelsea,0.0,1.0,A,0.0,1.0,A,9.0,12.0,1.0,6.0,14.0,13.0,6.0,7.0,1.0,3.0,1.0,0.0,2.1,3.5,3.9,Premier League,1516,0,1.10907,1.48778,1662.1985250274593,1480.5990053993896,1597.1985250274593,1480.5990053993896,181.59951962806963,1.7820467786067435,0.8269132554427662,0.9551335231639774,0.5916735784001353,0.5812291565765635,0.0104444218235718,12.417128031912616,10.80646178501735,1.610666246895267,14.019437873527076,8.94156119933525,5.077876674191826,4.9622529478175865,3.489496522399204,1.4727564254183827,4.627095646112659,3.280208260284867,1.346887385827792,5.957761047826034,6.357339599104274,-0.3995785512782399,4.561713321709993,3.10392704307295,1.4577862786370428,8.165718728658382,9.864095322709009,-1.698376594050627,12.15262628721742,13.79083146311414,-1.6382051758967189,2.171242311962483,1.2882009290894525,0.8830413828730306,1.22994452116467,0.908507123066669,0.321437398098001,-0.3891955333557389,-0.4612876736466861,0.0720921402909472,2.565536860628824,1.0307776698210347,1.534759190807789,0.4761904761904761,0.2857142857142857,0.2564102564102564,0.4676258992805755,0.2805755395683453,0.2517985611510792,0.2158273381294963,,,
2016-01-24,Everton,Swansea,1.0,2.0,A,1.0,2.0,A,20.0,7.0,2.0,5.0,5.0,12.0,7.0,1.0,0.0,3.0,0.0,0.0,1.73,3.8,5.5,Premier League,1516,0,1.94094,1.08055,1580.5646977632662,1425.3630142642412,1515.5646977632662,1425.3630142642412,155.20168349902497,2.1975755448645597,0.4106748114168249,1.7869007334477345,1.747175774096793,1.1840153865676104,0.5631603875291826,15.20258945534174,8.71216217687559,6.49042727846615,11.913448897860723,12.03058976028052,-0.1171408624197969,4.813471233375443,2.877310715008838,1.9361605183666053,4.310320546948333,3.968657638352988,0.3416629085953451,7.191233391790624,4.070256531890539,3.120976859900084,3.3447784910806617,5.730979734058612,-2.38620124297795,6.93562717472972,10.98570389532993,-4.05007672060021,11.166496284068929,12.26408763132494,-1.097591347256012,1.7894412501791157,0.4964671228768047,1.2929741273023108,1.2575861812356983,1.2285053966996178,0.0290807845360807,0.4081342946854437,-0.0857923114599798,0.4939266061454236,0.982514740898896,0.2050544386529015,0.7774603022459945,0.5780346820809249,0.2631578947368421,0.1818181818181818,0.5650328476033415,0.2572386385141528,0.1777285138825056,0.3873043337208359,,,
2016-02-02,Leicester,Liverpool,2.0,0.0,H,0.0,0.0,D,13.0,14.0,6.0,2.0,6.0,7.0,3.0,12.0,0.0,1.0,0.0,0.0,2.63,3.4,2.88,Premier League,1516,2,1.34566,0.580791,1683.5641437694865,1504.796641567562,1618.5641437694865,1504.796641567562,178.76750220192457,1.2022979167807804,1.1388962101742226,0.0634017066065577,0.3982291397048229,2.2419156634861297,-1.8436865237813067,11.618048612570112,14.728673992881165,-3.1106253803110526,10.689738048531185,8.912979626745317,1.7767584217858658,3.822087834758821,3.870591392809364,-0.0485035580505428,2.779222289666348,4.825183716063813,-2.045961426397465,3.5837109975403614,6.328410810968001,-2.74469981342764,6.686290202548271,4.29443081361002,2.3918593889382507,10.175370687919658,11.026251759954404,-0.8508810720347473,8.138624489882227,8.396346478052706,-0.2577219881704788,1.563192090982563,1.2639311378212266,0.2992609531613364,1.1995546491883924,1.24981976537891,-0.0502651161905176,-0.3608941742017826,-0.1250349276470042,-0.2358592465547784,1.795330648135339,1.132263931676349,0.6630667164589901,0.3802281368821293,0.2941176470588235,0.3472222222222222,0.3722005139043043,0.2879080445789177,0.3398914415167778,0.0323090723875264,0.0,0.0,1.0
